"word","file_4_count","file_5_count","file_6_count","word_length","total_count","word_ID","predict_word"
"colored",889,14,56,7,959,1128,"regarding"
"laundry",737,14,216,7,967,1129,NA
"counter",850,39,79,7,968,1130,"sometimes"
"updates",441,17,510,7,968,1131,NA
"charged",645,225,99,7,969,1132,"questions"
"Working",303,11,655,7,969,1133,"knowledge"
"extreme",865,30,76,7,971,1134,"challenge"
"wrapped",814,29,129,7,972,1135,"Christmas"
"suspect",797,90,86,7,973,1136,"questions"
"chances",695,79,202,7,976,1137,NA
"crossed",705,22,249,7,976,1138,NA
"Germany",833,44,102,7,979,1139,"committed"
"designs",803,25,155,7,983,1140,"available"
"explore",879,38,72,7,989,1141,"somewhere"
"officer",667,240,82,7,989,1142,"following"
"replace",719,80,190,7,989,1143,NA
"bottles",768,32,192,7,992,1144,"questions"
"Angeles",531,238,228,7,997,1145,"residents"
"routine",857,33,111,7,1001,1146,"lifestyle"
"glasses",716,30,258,7,1004,1147,"September"
"Central",644,128,236,7,1008,1148,"questions"
"village",911,46,57,7,1014,1149,NA
"initial",893,59,71,7,1023,1150,"condition"
"figures",870,80,74,7,1024,1151,"something"
"rolling",764,36,224,7,1024,1152,"questions"
"grocery",821,39,165,7,1025,1153,NA
"studies",814,75,139,7,1028,1154,"published"
"romance",958,19,59,7,1036,1155,"Something"
"survive",843,35,162,7,1040,1156,"naturally"
"pushing",798,73,170,7,1041,1157,"ourselves"
"stomach",790,19,236,7,1045,1158,NA
"Johnson",544,211,294,7,1049,1159,"performed"
"Richard",771,114,166,7,1051,1160,"suggested"
"Jackson",573,124,360,7,1057,1161,NA
"sources",855,73,130,7,1058,1162,"including"
"hitting",570,101,389,7,1060,1163,NA
"seeking",814,114,134,7,1062,1164,"political"
"curious",761,19,285,7,1065,1165,NA
"patient",818,81,170,7,1069,1166,"correctly"
"workout",467,42,562,7,1071,1167,NA
"reminds",816,12,244,7,1072,1168,"questions"
"profile",575,29,469,7,1073,1169,"presented"
"pointed",957,79,38,7,1074,1170,NA
"victory",679,194,201,7,1074,1171,NA
"ancient",996,22,60,7,1078,1172,"tradition"
"Seattle",377,98,604,7,1079,1173,"Community"
"advance",806,81,196,7,1083,1174,"political"
"Without",850,41,196,7,1087,1175,"difficult"
"Italian",807,90,191,7,1088,1176,"Community"
"intense",845,42,207,7,1094,1177,"chocolate"
"bedroom",948,30,122,7,1100,1178,"community"
"typical",966,59,76,7,1101,1179,NA
"vintage",993,27,82,7,1102,1180,"sometimes"
"concern",935,85,86,7,1106,1181,NA
"Charles",746,146,216,7,1108,1182,"Christian"
"awkward",552,20,537,7,1109,1183,"situation"
"mothers",655,30,431,7,1116,1184,"questions"
"respond",814,63,239,7,1116,1185,"following"
"mystery",1007,20,94,7,1121,1186,"featuring"
"measure",863,143,117,7,1123,1187,"happiness"
"airport",651,63,411,7,1125,1188,"operation"
"treated",931,76,120,7,1127,1189,NA
"picking",857,33,239,7,1129,1190,NA
"decades",940,141,51,7,1132,1191,"Democrats"
"careful",847,33,254,7,1134,1192,"selection"
"General",895,142,97,7,1134,1193,"Education"
"Spanish",825,58,252,7,1135,1194,"newspaper"
"perform",779,86,272,7,1137,1195,"community"
"largest",861,166,113,7,1140,1196,"companies"
"systems",909,85,148,7,1142,1197,"including"
"context",999,30,119,7,1148,1198,"continues"
"Western",949,97,105,7,1151,1199,"countries"
"central",918,103,132,7,1153,1200,"character"
"highest",870,111,176,7,1157,1201,"knowledge"
"connect",689,28,441,7,1158,1202,NA
"pleased",997,41,120,7,1158,1203,NA
"located",962,87,111,7,1160,1204,"elsewhere"
"dealing",989,51,123,7,1163,1205,NA
"quarter",662,248,253,7,1163,1206,NA
"invited",929,47,188,7,1164,1207,"ourselves"
"nervous",841,39,290,7,1170,1208,"questions"
"filling",981,43,150,7,1174,1209,"otherwise"
"windows",879,58,240,7,1177,1210,NA
"dressed",947,45,189,7,1181,1211,NA
"lessons",942,40,206,7,1188,1212,"questions"
"fantasy",948,22,219,7,1189,1213,"landscape"
"hundred",1035,36,118,7,1189,1214,"different"
"records",797,208,188,7,1193,1215,"dedicated"
"package",934,68,194,7,1196,1216,"including"
"helpful",940,27,231,7,1198,1217,"criticism"
"Council",835,196,170,7,1201,1218,"employees"
"disease",990,83,129,7,1202,1219,"continues"
"prepare",995,46,169,7,1210,1220,"ourselves"
"prevent",1008,86,130,7,1224,1221,"childhood"
"visited",1030,77,118,7,1225,1222,NA
"William",927,104,196,7,1227,1223,"carefully"
"entered",1012,86,130,7,1228,1224,"questions"
"drawing",1014,50,165,7,1229,1225,"materials"
"painted",1125,33,74,7,1232,1226,"buildings"
"African",1077,41,115,7,1233,1227,"Americans"
"Someone",566,12,656,7,1234,1228,"suggested"
"musical",971,74,195,7,1240,1229,"education"
"request",819,118,303,7,1240,1230,NA
"carried",1112,76,58,7,1246,1231,NA
"removed",1091,64,94,7,1249,1232,"questions"
"surgery",925,114,216,7,1255,1233,"scheduled"
"alcohol",1021,81,159,7,1261,1234,NA
"achieve",1063,41,163,7,1267,1235,"something"
"require",1011,156,109,7,1276,1236,"important"
"reviews",1047,32,197,7,1276,1237,"including"
"mistake",915,56,310,7,1281,1238,NA
"display",1090,66,132,7,1288,1239,"correctly"
"contest",771,70,448,7,1289,1240,"featuring"
"defense",701,263,326,7,1290,1241,"community"
"parking",786,141,364,7,1291,1242,"structure"
"primary",987,157,148,7,1292,1243,"challenge"
"discuss",914,83,305,7,1302,1244,"different"
"follows",883,57,365,7,1305,1245,"including"
"College",779,166,363,7,1308,1246,"yesterday"
"failure",967,73,273,7,1313,1247,NA
"clients",876,73,369,7,1318,1248,"worldwide"
"manager",835,280,210,7,1325,1249,"yesterday"
"justice",1092,63,175,7,1330,1250,"education"
"surface",1239,51,44,7,1334,1251,NA
"deserve",719,46,571,7,1336,1252,"democracy"
"mission",1024,67,245,7,1336,1253,"statement"
"Despite",1167,98,77,7,1342,1254,"providing"
"chapter",1122,35,189,7,1346,1255,"beginning"
"Tonight",394,12,942,7,1348,1256,"questions"
"passing",1036,89,228,7,1353,1257,"knowledge"
"Morning",288,7,1064,7,1359,1258,NA
"cutting",1111,95,158,7,1364,1259,"technique"
"worried",1047,71,251,7,1369,1260,"questions"
"develop",1137,78,156,7,1371,1261,"naturally"
"letters",1145,46,180,7,1371,1262,"challenge"
"dancing",934,39,399,7,1372,1263,"represent"
"sending",883,57,441,7,1381,1264,"questions"
"network",897,102,384,7,1383,1265,"marketing"
"massive",1166,80,140,7,1386,1266,"financial"
"comfort",1230,39,137,7,1406,1267,NA
"foreign",1229,82,100,7,1411,1268,"countries"
"federal",797,537,78,7,1412,1269,"officials"
"checked",966,57,400,7,1423,1270,NA
"answers",1110,63,257,7,1430,1271,"correctly"
"staying",993,51,388,7,1432,1272,"overnight"
"improve",1055,129,253,7,1437,1273,"education"
"partner",1103,110,224,7,1437,1274,"suggested"
"focused",1107,118,222,7,1447,1275,"primarily"
"effects",1269,66,116,7,1451,1276,"questions"
"matters",1108,67,281,7,1456,1277,"including"
"ordered",1073,91,295,7,1459,1278,"different"
"suggest",1223,56,184,7,1463,1279,"permanent"
"streets",1172,98,199,7,1469,1280,"different"
"passion",1163,45,271,7,1479,1281,"developed"
"serving",1138,148,204,7,1490,1282,"customers"
"billion",854,455,182,7,1491,1283,"questions"
"correct",1143,40,317,7,1500,1284,"Sometimes"
"reports",1065,204,233,7,1502,1285,"yesterday"
"complex",1275,119,117,7,1511,1286,"structure"
"plastic",1318,69,124,7,1511,1287,"furniture"
"killing",991,75,451,7,1517,1288,"questions"
"efforts",1203,176,141,7,1520,1289,NA
"dollars",1125,163,245,7,1533,1290,"currently"
"authors",1426,21,87,7,1534,1291,"according"
"younger",1246,103,188,7,1537,1292,"Americans"
"heading",951,73,520,7,1544,1293,NA
"cookies",1151,25,375,7,1551,1294,"chocolate"
"suppose",1269,8,275,7,1552,1295,NA
"degrees",1151,57,348,7,1556,1296,"including"
"neither",1261,72,228,7,1561,1297,"confirmed"
"overall",1232,161,177,7,1570,1298,"condition"
"England",1341,62,173,7,1576,1299,"somewhere"
"Getting",402,13,1164,7,1579,1300,"questions"
"Florida",841,191,552,7,1584,1301,NA
"recipes",1445,40,109,7,1594,1302,"published"
"falling",1190,61,347,7,1598,1303,NA
"fiction",1483,18,105,7,1606,1304,"currently"
"protect",1293,124,197,7,1614,1305,"something"
"remains",1350,170,94,7,1614,1306,"something"
"concert",715,71,838,7,1624,1307,"scheduled"
"parties",1299,90,246,7,1635,1308,"religious"
"produce",1399,91,145,7,1635,1309,"something"
"blessed",1101,18,519,7,1638,1310,NA
"dropped",1201,144,308,7,1653,1311,NA
"greater",1411,73,174,7,1658,1312,"community"
"smaller",1408,122,130,7,1660,1313,"companies"
"fingers",1278,31,354,7,1663,1314,NA
"letting",1223,37,403,7,1663,1315,NA
"traffic",1023,176,465,7,1664,1316,"available"
"options",1281,111,274,7,1666,1317,"available"
"actions",1437,69,173,7,1679,1318,"according"
"benefit",1273,143,274,7,1690,1319,"decisions"
"balance",1394,101,198,7,1693,1320,"encounter"
"wanting",1413,26,255,7,1694,1321,"something"
"mixture",1654,46,17,7,1717,1322,NA
"choices",1424,68,232,7,1724,1323,"available"
"digital",1226,54,444,7,1724,1324,"landscape"
"figured",1360,39,326,7,1725,1325,NA
"concept",1465,62,208,7,1735,1326,"including"
"artists",1247,98,392,7,1737,1327,"described"
"animals",1507,62,177,7,1746,1328,"available"
"medical",1339,245,170,7,1754,1329,"treatment"
"pattern",1675,27,58,7,1760,1330,"selection"
"reached",1426,149,195,7,1770,1331,"Community"
"posting",1399,26,350,7,1775,1332,"regularly"
"selling",1314,118,355,7,1787,1333,"something"
"October",1392,112,285,7,1789,1334,NA
"leaders",1354,218,222,7,1794,1335,"including"
"workers",1374,286,149,7,1809,1336,"including"
"winning",994,209,610,7,1813,1337,NA
"classic",1429,82,309,7,1820,1338,"marketing"
"limited",1490,118,228,7,1836,1339,"selection"
"related",1462,76,304,7,1842,1340,"technical"
"seconds",1392,150,321,7,1863,1341,"resulting"
"hanging",1364,35,466,7,1865,1342,NA
"feature",1424,77,367,7,1868,1343,"mentioned"
"Chinese",1538,110,224,7,1872,1344,"residents"
"singing",1205,52,622,7,1879,1345,"sometimes"
"freedom",1640,49,199,7,1888,1346,"democracy"
"economy",1394,305,196,7,1895,1347,"according"
"century",1697,78,130,7,1905,1348,"buildings"
"science",1539,102,269,7,1910,1349,"sometimes"
"writers",1670,47,198,7,1915,1350,"sometimes"
"appears",1640,117,169,7,1926,1351,"therefore"
"planned",1542,125,259,7,1926,1352,"correctly"
"station",1368,127,436,7,1931,1353,"listening"
"variety",1732,92,108,7,1932,1354,NA
"turning",1530,88,316,7,1934,1355,"financial"
"Nothing",1109,27,811,7,1947,1356,"dangerous"
"obvious",1693,62,206,7,1961,1357,"questions"
"machine",1615,62,293,7,1970,1358,"developed"
"leading",1608,159,206,7,1973,1359,"companies"
"promise",1428,48,516,7,1992,1360,"questions"
"Perhaps",1756,46,204,7,2006,1361,"something"
"strange",1747,22,268,7,2037,1362,"creatures"
"somehow",1784,43,212,7,2039,1363,"convinced"
"Instead",1756,140,166,7,2062,1364,"questions"
"library",1245,78,743,7,2066,1365,"community"
"setting",1735,73,265,7,2073,1366,"character"
"offered",1760,198,139,7,2097,1367,"resources"
"classes",1432,101,569,7,2102,1368,"Sometimes"
"tickets",724,111,1275,7,2110,1369,"somewhere"
"average",1587,280,283,7,2150,1370,NA
"section",1861,67,229,7,2157,1371,"contained"
"attempt",1895,103,164,7,2162,1372,"challenge"
"January",1697,200,278,7,2175,1373,"following"
"fashion",1741,79,362,7,2182,1374,"statement"
"willing",1807,113,297,7,2217,1375,"consumers"
"cooking",1850,82,290,7,2222,1376,"magazines"
"address",1606,149,470,7,2225,1377,"questions"
"helping",1501,114,612,7,2227,1378,NA
"meaning",1895,63,272,7,2230,1379,NA
"purpose",1880,52,302,7,2234,1380,"therefore"
"trouble",1632,112,493,7,2237,1381,"operating"
"session",1254,119,865,7,2238,1382,"organized"
"explain",1849,52,346,7,2247,1383,"something"
"numbers",1761,164,326,7,2251,1384,"questions"
"managed",2082,65,105,7,2252,1385,"sometimes"
"hearing",1478,183,613,7,2274,1386,"regarding"
"holding",1808,113,376,7,2297,1387,"something"
"episode",1459,54,787,7,2300,1388,"hilarious"
"schools",1509,423,375,7,2307,1389,"including"
"showing",1696,77,565,7,2338,1390,"ourselves"
"journey",2054,44,242,7,2340,1391,NA
"respect",1655,88,607,7,2350,1392,"questions"
"covered",2025,89,240,7,2354,1393,NA
"Finally",1431,35,897,7,2363,1394,"yesterday"
"biggest",1629,194,544,7,2367,1395,"challenge"
"becomes",2062,88,223,7,2373,1396,"something"
"opinion",1946,65,384,7,2395,1397,"regarding"
"private",1786,285,326,7,2397,1398,"companies"
"receive",1860,126,418,7,2404,1399,"education"
"moments",2065,69,271,7,2405,1400,"happening"
"calling",1652,109,661,7,2422,1401,"something"
"herself",2234,81,135,7,2450,1402,"literally"
"holiday",1701,79,673,7,2453,1403,"Christmas"
"knowing",2046,56,365,7,2467,1404,"something"
"Michael",1605,298,567,7,2470,1405,NA
"British",2241,85,154,7,2480,1406,"officials"
"flowers",2232,46,203,7,2481,1407,"remaining"
"arrived",2077,120,287,7,2484,1408,"yesterday"
"married",1968,90,427,7,2485,1409,NA
"driving",1716,163,644,7,2523,1410,"education"
"contact",1770,99,655,7,2524,1411,NA
"despite",2190,171,174,7,2535,1412,"criticism"
"missing",1710,114,733,7,2557,1413,"something"
"teacher",1865,128,575,7,2568,1414,"suggested"
"noticed",2122,53,398,7,2573,1415,"something"
"clearly",2206,85,290,7,2581,1416,"explained"
"finding",2141,83,399,7,2623,1417,"something"
"keeping",2066,104,468,7,2638,1418,"arguments"
"readers",2471,51,130,7,2652,1419,"suggested"
"forever",1691,41,934,7,2666,1420,"questions"
"student",1777,221,675,7,2673,1421,"somewhere"
"popular",2244,161,269,7,2674,1422,NA
"ability",2270,147,273,7,2690,1423,NA
"culture",2306,104,281,7,2691,1424,"somewhere"
"clothes",2180,50,464,7,2694,1425,NA
"sharing",1635,51,1009,7,2695,1426,"listening"
"players",1525,489,689,7,2703,1427,"sometimes"
"regular",2193,171,340,7,2704,1428,"customers"
"opening",1798,190,726,7,2714,1429,NA
"subject",2456,90,184,7,2730,1430,"knowledge"
"society",2470,64,206,7,2740,1431,"therefore"
"results",2171,186,400,7,2757,1432,"yesterday"
"wedding",2153,66,554,7,2773,1433,"reception"
"content",2139,42,610,7,2791,1434,"including"
"reasons",2403,87,322,7,2812,1435,"education"
"healthy",2230,103,528,7,2861,1436,"lifestyle"
"product",2324,109,439,7,2872,1437,"marketing"
"allowed",2359,198,322,7,2879,1438,"customers"
"anymore",1779,50,1052,7,2881,1439,"Hopefully"
"stopped",2403,132,423,7,2958,1440,"following"
"Looking",627,10,2326,7,2963,1441,NA
"imagine",2486,56,460,7,3002,1442,"ourselves"
"kitchen",2603,133,272,7,3008,1443,"equipment"
"release",2138,174,716,7,3028,1444,"available"
"account",1806,131,1093,7,3030,1445,"responded"
"putting",2289,119,627,7,3035,1446,"different"
"Chicago",1503,261,1287,7,3051,1447,NA
"Tuesday",1626,486,939,7,3051,1448,"afternoon"
"natural",2605,141,312,7,3058,1449,"resources"
"watched",2040,87,932,7,3059,1450,"countless"
"wearing",2143,97,822,7,3062,1451,"something"
"growing",2530,178,389,7,3097,1452,"community"
"leaving",2378,163,573,7,3114,1453,"education"
"serious",2255,190,671,7,3116,1454,"questions"
"comment",2547,162,413,7,3122,1455,"suggested"
"general",2553,284,290,7,3127,1456,"structure"
"chicken",2473,119,559,7,3151,1457,"sometimes"
"Another",2152,116,891,7,3159,1458,"challenge"
"various",2984,106,83,7,3173,1459,"locations"
"English",2700,96,384,7,3180,1460,"Democrats"
"earlier",2371,277,534,7,3182,1461,"suggested"
"percent",1556,1506,158,7,3220,1462,"contained"
"reality",2708,94,424,7,3226,1463,NA
"quality",2660,122,457,7,3239,1464,"selection"
"changes",2606,198,468,7,3272,1465,"happening"
"towards",2998,18,273,7,3289,1466,"consumers"
"message",2219,149,929,7,3297,1467,"companies"
"brother",2311,122,881,7,3314,1468,"something"
"telling",2612,104,598,7,3314,1469,NA
"walking",2609,103,608,7,3320,1470,"alongside"
"realize",2491,64,791,7,3346,1471,"something"
"mention",2332,68,962,7,3362,1472,"Christmas"
"similar",2894,172,300,7,3366,1473,"situation"
"details",2451,121,798,7,3370,1474,"available"
"article",2602,51,767,7,3420,1475,"published"
"include",2766,354,309,7,3429,1476,"something"
"welcome",1309,65,2083,7,3457,1477,"breakfast"
"version",2826,112,562,7,3500,1478,"published"
"provide",2929,306,288,7,3523,1479,"important"
"current",2902,244,386,7,3532,1480,"situation"
"success",2349,187,1015,7,3551,1481,"depending"
"college",2361,290,957,7,3608,1482,"education"
"enjoyed",2731,61,897,7,3689,1483,"ourselves"
"happens",2762,102,869,7,3733,1484,"sometimes"
"changed",2935,144,657,7,3736,1485,"something"
"evening",2787,139,830,7,3756,1486,"somewhere"
"America",2833,236,705,7,3774,1487,"following"
"present",3188,136,477,7,3801,1488,"conscious"
"program",2517,579,736,7,3832,1489,"including"
"further",3457,167,210,7,3834,1490,"questions"
"sitting",3116,89,713,7,3918,1491,"president"
"perhaps",3622,133,221,7,3976,1492,"something"
"created",3521,174,338,7,4033,1493,"something"
"Because",3406,114,599,7,4119,1494,"Americans"
"totally",2729,36,1356,7,4121,1495,"different"
"quickly",3639,181,303,7,4123,1496,"responded"
"learned",3443,172,681,7,4296,1497,"something"
"website",2880,159,1264,7,4303,1498,"dedicated"
"weather",2652,110,1564,7,4326,1499,"continues"
"certain",3839,161,366,7,4366,1500,"locations"
"Twitter",1116,89,3170,7,4375,1501,"followers"
"members",3428,526,466,7,4420,1502,"including"
"control",3637,241,637,7,4515,1503,"available"
"brought",3837,199,480,7,4516,1504,"something"
"exactly",3669,103,757,7,4529,1505,"apologize"
"written",4064,115,380,7,4559,1506,"statement"
"meeting",2481,292,1797,7,4570,1507,"Committee"
"service",3087,389,1154,7,4630,1508,"positions"
"stories",4225,139,528,7,4892,1509,"regarding"
"husband",4365,160,376,7,4901,1510,"Christian"
"million",2936,1289,708,7,4933,1511,"Americans"
"example",4487,199,254,7,4940,1512,"published"
"waiting",3445,103,1538,7,5086,1513,NA
"himself",4430,299,377,7,5106,1514,"available"
"however",4714,256,249,7,5219,1515,"according"
"whether",4444,429,382,7,5255,1516,"Democrats"
"usually",4621,137,622,7,5380,1517,"something"
"history",4313,323,802,7,5438,1518,"education"
"company",3963,796,843,7,5602,1519,"suggested"
"process",4862,321,508,7,5691,1520,"continues"
"project",4478,365,983,7,5826,1521,"including"
"parents",4818,277,773,7,5868,1522,"encourage"
"picture",4924,101,958,7,5983,1523,"something"
"special",4507,277,1419,7,6203,1524,"treatment"
"However",6067,160,198,7,6425,1525,"according"
"running",4774,360,1347,7,6481,1526,"community"
"country",5412,407,803,7,6622,1527,"searching"
"instead",5375,211,1087,7,6673,1528,"convinced"
"playing",4151,361,2261,7,6773,1529,"different"
"talking",4421,155,2229,7,6805,1530,"something"
"outside",5093,364,1425,7,6882,1531,"reception"
"problem",5144,240,1639,7,7023,1532,"customers"
"excited",3547,99,3393,7,7039,1533,"motivated"
"several",6192,532,379,7,7103,1534,"different"
"perfect",5534,141,1631,7,7306,1535,"condition"
"feeling",5618,121,1715,7,7454,1536,"perfectly"
"finally",5703,141,1704,7,7548,1537,"following"
"support",4715,425,2434,7,7574,1538,"including"
"forward",4043,286,3461,7,7790,1539,"including"
"awesome",2854,26,5090,7,7970,1540,"challenge"
"reading",6930,99,1655,7,8684,1541,"resources"
"decided",8013,192,545,7,8750,1542,"therefore"
"amazing",4659,65,4330,7,9054,1543,"selection"
"writing",7861,96,1301,7,9258,1544,"something"
"minutes",7971,422,1722,7,10115,1545,"depending"
"against",7920,1046,1173,7,10139,1546,"something"
"nothing",8088,274,2379,7,10741,1547,"political"
"weekend",5286,223,5232,7,10741,1548,"breakfast"
"tonight",1568,109,9388,7,11065,1549,"President"
"believe",8459,350,2623,7,11432,1550,"something"
"working",8090,430,3210,7,11730,1551,"knowledge"
"already",8996,460,3325,7,12781,1552,"mentioned"
"started",10681,458,1656,7,12795,1553,"listening"
"between",11105,666,1283,7,13054,1554,"different"
"morning",7515,300,5318,7,13133,1555,"something"
"someone",8973,269,4105,7,13347,1556,"somewhere"
"looking",9372,357,4118,7,13847,1557,"Christmas"
"without",11691,513,2211,7,14415,1558,"exception"
"friends",10154,281,4109,7,14544,1559,"including"
"getting",10862,477,5015,7,16354,1560,"something"
"thought",14078,355,3403,7,17836,1561,"something"
"another",16472,836,3420,7,20728,1562,"character"
"through",22988,1288,3114,7,27390,1563,"different"
"because",35802,1507,4779,7,42088,1564,"something"
"armed",443,33,25,5,501,2382,"Americans"
"chaos",433,18,50,5,501,2383,"Americans"
"Given",426,27,50,5,503,2384,"Americans"
"bench",312,67,125,5,504,2385,"Americans"
"charm",424,21,59,5,504,2386,"Sometimes"
"Jimmy",309,38,160,5,507,2387,"explained"
"Mayor",231,113,163,5,507,2388,"Americans"
"poems",444,13,51,5,508,2389,"celebrate"
"Latin",374,34,101,5,509,2390,"countries"
"pound",413,20,77,5,510,2391,"Americans"
"broad",425,37,49,5,511,2392,"shoulders"
"winds",400,34,78,5,512,2393,"Americans"
"Money",248,36,229,5,513,2394,"explained"
"Class",251,78,185,5,514,2395,"yesterday"
"sizes",434,21,60,5,515,2396,"depending"
"vital",434,29,52,5,515,2397,"education"
"heels",373,19,125,5,517,2398,"Americans"
"blown",351,19,148,5,518,2399,"Americans"
"Judge",335,95,89,5,519,2400,"President"
"fence",434,28,58,5,520,2401,"Americans"
"fifth",351,116,53,5,520,2402,"Americans"
"rings",399,24,97,5,520,2403,"Americans"
"loans",342,111,68,5,521,2404,"increases"
"fails",393,15,114,5,522,2405,"Americans"
"Early",275,18,230,5,523,2406,"childhood"
"beats",233,16,276,5,525,2407,"Americans"
"chase",375,22,129,5,526,2408,"featuring"
"panic",452,14,61,5,527,2409,"Americans"
"crisp",465,24,40,5,529,2410,"Americans"
"syrup",450,18,61,5,529,2411,"Americans"
"newly",444,36,50,5,530,2412,"published"
"Bruce",346,69,116,5,531,2413,"Americans"
"Final",225,35,274,5,534,2414,"Americans"
"lover",425,8,101,5,534,2415,"Americans"
"sweat",362,16,156,5,534,2416,"Americans"
"Clark",284,71,181,5,536,2417,"Christian"
"Funny",235,10,294,5,539,2418,"Americans"
"prime",440,41,58,5,539,2419,"Americans"
"Story",349,20,171,5,540,2420,"Americans"
"waves",453,19,68,5,540,2421,"Americans"
"cheer",293,13,235,5,541,2422,"Americans"
"files",401,23,118,5,542,2423,"regularly"
"grant",373,51,118,5,542,2424,"Americans"
"Years",345,9,189,5,543,2425,"Americans"
"grows",449,15,82,5,546,2426,"Americans"
"Human",430,46,71,5,547,2427,"Americans"
"Lewis",360,65,122,5,547,2428,"continued"
"fewer",403,81,64,5,548,2429,"Americans"
"Radio",325,12,212,5,549,2430,"providing"
"slide",424,18,108,5,550,2431,"Americans"
"hired",368,87,96,5,551,2432,"primarily"
"gross",346,18,188,5,552,2433,"Americans"
"phase",447,30,75,5,552,2434,"perfectly"
"Makes",211,8,334,5,553,2435,"Americans"
"cakes",471,6,77,5,554,2436,"Americans"
"snack",445,14,97,5,556,2437,"Americans"
"Emily",423,22,112,5,557,2438,"Americans"
"joint",392,42,125,5,559,2439,"statement"
"Water",373,31,156,5,560,2440,"companies"
"error",401,41,119,5,561,2441,"Americans"
"units",458,59,44,5,561,2442,"available"
"occur",496,30,36,5,562,2443,"Americans"
"Royal",459,34,69,5,562,2444,"Americans"
"roots",477,23,63,5,563,2445,"including"
"bones",479,19,66,5,564,2446,"somewhere"
"guilt",513,10,43,5,566,2447,"Americans"
"Simon",452,31,83,5,566,2448,"Americans"
"knees",439,18,110,5,567,2449,"Americans"
"Heart",399,20,151,5,570,2450,"challenge"
"lined",469,40,62,5,571,2451,"Americans"
"ought",487,19,68,5,574,2452,"Americans"
"races",446,51,77,5,574,2453,"including"
"drops",416,22,137,5,575,2454,"Americans"
"batch",504,9,63,5,576,2455,"yesterday"
"Sadly",435,7,136,5,578,2456,"Americans"
"shine",369,16,193,5,578,2457,"Americans"
"cloud",432,12,135,5,579,2458,"Americans"
"flash",465,17,97,5,579,2459,"Americans"
"Ready",102,9,468,5,579,2460,"Americans"
"shade",528,18,35,5,581,2461,"Americans"
"filed",385,155,43,5,583,2462,"yesterday"
"spell",372,20,191,5,583,2463,"Americans"
"teens",435,37,113,5,585,2464,"Americans"
"Allen",287,88,213,5,588,2465,"announced"
"stays",401,34,154,5,589,2466,"Americans"
"fears",491,31,68,5,590,2467,"confirmed"
"refer",498,17,75,5,590,2468,"Americans"
"union",358,121,111,5,590,2469,"newspaper"
"roles",491,47,53,5,591,2470,"including"
"Hotel",366,42,184,5,592,2471,"Americans"
"Start",294,20,278,5,592,2472,"Americans"
"climb",482,29,82,5,593,2473,"mountains"
"Coast",339,97,157,5,593,2474,"interview"
"knock",375,20,198,5,593,2475,"sometimes"
"solve",444,30,119,5,593,2476,"community"
"votes",339,83,171,5,593,2477,"Americans"
"venue",413,37,144,5,594,2478,"beautiful"
"trash",384,30,181,5,595,2479,"something"
"brave",491,8,98,5,597,2480,"sometimes"
"knife",511,31,58,5,600,2481,"Americans"
"slice",490,24,87,5,601,2482,"sometimes"
"twist",531,19,53,5,603,2483,"Americans"
"strip",488,26,92,5,606,2484,"Americans"
"woods",506,10,90,5,606,2485,"Americans"
"Chief",452,82,73,5,607,2486,"executive"
"picks",320,58,229,5,607,2487,"Americans"
"Roman",542,19,49,5,610,2488,"Christian"
"Spain",487,42,81,5,610,2489,"Americans"
"Grace",511,26,75,5,612,2490,"Americans"
"holes",509,30,75,5,614,2491,"naturally"
"Islam",591,10,13,5,614,2492,"Americans"
"jokes",399,21,195,5,615,2493,"Americans"
"urban",489,54,74,5,617,2494,"questions"
"shelf",543,9,67,5,619,2495,"Americans"
"yards",368,187,64,5,619,2496,"Americans"
"wheel",500,25,95,5,620,2497,"extremely"
"dried",574,18,30,5,622,2498,"perfectly"
"rolls",495,20,110,5,625,2499,"Americans"
"cares",354,17,260,5,631,2500,"Americans"
"Books",511,15,107,5,633,2501,"Challenge"
"marry",435,14,187,5,636,2502,"Americans"
"Peace",324,21,292,5,637,2503,"alongside"
"piano",475,22,140,5,637,2504,"Americans"
"belly",517,12,109,5,638,2505,"Americans"
"skirt",572,9,57,5,638,2506,"continues"
"socks",485,9,144,5,638,2507,"seemingly"
"spare",553,17,72,5,642,2508,"Americans"
"steal",395,38,209,5,642,2509,"Americans"
"bonus",500,37,107,5,644,2510,"somewhere"
"chill",299,16,332,5,647,2511,"Americans"
"Award",460,39,149,5,648,2512,"Americans"
"crash",399,69,189,5,657,2513,"worldwide"
"booth",270,6,382,5,658,2514,"Americans"
"naked",493,17,149,5,659,2515,"screaming"
"Trust",411,29,221,5,661,2516,"dedicated"
"voted",326,92,244,5,662,2517,"President"
"Asian",489,57,121,5,667,2518,"countries"
"Davis",316,113,238,5,667,2519,"attempted"
"habit",547,13,108,5,668,2520,"Americans"
"hated",505,9,154,5,668,2521,"referring"
"roads",538,42,88,5,668,2522,"Americans"
"Kelly",389,79,203,5,671,2523,"Americans"
"marks",544,37,90,5,671,2524,"Americans"
"spray",584,15,72,5,671,2525,"Americans"
"clock",481,28,167,5,676,2526,"Americans"
"begun",527,35,116,5,678,2527,"exploring"
"slept",505,10,163,5,678,2528,"Americans"
"Power",438,22,222,5,682,2529,"Americans"
"reads",566,14,103,5,683,2530,"Americans"
"trick",507,15,162,5,684,2531,"otherwise"
